id_localidad;id_estacion;Dirección;Margen;Rótulo;tipoVenta;rem;horario;tipoServicio
5915;5915;CARRETERA MANCHA REAL-CAZORLA C328 KM. 0,500;D;S.C.A SAGRADO CORAZON DE  JESUS;P;dm;L-D: 05:00-23:00;L-D: 05:00-23:00 (P)
5916;5916;CR N-4, 335,5;D;CODO_CM;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (P)
5917;5917;CALLE CAMINO DE LA ESTACION, SN;D;CODO_CM;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5918;5918;AVENIDA DE ÁFRICA, 104;D;Q8;P;dm;L: 07:00-23:00;L: 07:00-23:00 (P)
5919;5919;CARRETERA N-IV KM. 339;N;TAMOIL;P;dm;L-D: 24H;L-D: 00:00-06:00 (D), 06:00-22:00 (P), 22:00-23:59 (D)
5920;5920;CALLE BAILEN, 2, ;D;BP OIL MARTOS;R;dm;L-D: 07:00-20:00;L-D: 07:00-20:00 (D)
5921;5921;CALLE TENIENTE GENERAL CHAMORRO, 114;D;REPSOL;R;dm;L-D: 08:00-20:00;L-D: 08:00-20:00 (D)
5922;5922;CARRETERA N321 KM. 80,500;D;REPSOL;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
5923;5923;CALLE CAZORLA ESQUINA CAMINO ROMPESERONES, 11;N;SHELL;P;OM;L-V: 08:00-13:00 y 17:00-20:00;Sin datos
5924;5924;CALLE LINARES, 11;D;PETROPRIX;P;dm;L: 24H;L: 00:00-07:00 (D), 07:00-22:00 (P), 22:00-23:59 (D)
5925;5925;CALLE BAENA, 28;D;S. COOP. AND. VIRGEN DEL CARMEN;P;OM;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-12:00 (P), 12:00-23:59 (D); S-D: 24H (D)"
5926;5926;CARRETERA BAILEN MOTRIL KM. 310;D;SIN ROTULO;P;dm;L-D: 05:30-22:30;Sin datos
5927;5927;PLAZA RESIDENCIAL UNO, 1;N;S.C.A. SAN PEDRO;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5928;5928;CAMINO CAMINO DEL CEMENTERIO, S/N;D;S.C.A. SAN FRANCISCO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5929;5929;CALLE BAILEN, 44;D;REPSOL;P;OM;L-D: 24H;"L-V: 00:00-08:00 (D), 08:00-15:00 (A), 15:00-23:59 (D); S-D: 24H (D)"
5930;5930;N-323A (BAILÉN-MOTRIL) km 14,4;D;ARENAS CAMACHO, S.L.;P;dm;L-D: 24H;L-D: 24H (A)
5931;5931;CARRETERA CASTELLAR-ALDEAHERMOSA KM. 0,5;D;ESTACIÓN DE SERVICIO ACEITES ALDEAHERMOSA;R;dm;L-D: 24H;L-D: 24H (D)
5932;5932;CARRETERA UBEDA-VILLAMANRIQUE KM. 1;N;ALDEAHERMOSA OIL,SL;R;dm;L-D: 24H;L-D: 24H (A)
5933;5933;CARRETERA A 6203 KM. 39,200;D;STMO CRISTO DE LA EXPIRACION;R;dm;L-S: 07:00-13:30;L-S: 07:00-13:30 (A)
5934;5934;CAMINO DE LA ESTRELLA, S/N;D;S.C.A. FUENTE DEL ROSAL;R;dm;L-S: 09:00-13:30 y 17:00-19:30;L-S: 09:00-13:30 (A), 17:00-19:30 (A)
5935;5935;CARRETERA NAVAS PUENTE ARIZA KM. 0,25;D;REPSOL;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (P)
5936;5936;CARRETERA LINARES KM. 32,750;D;MEROIL;P;dm;L-D: 06:00-23:00;Sin datos
5937;5937;AVENIDA CONSTITUCION, S/N;D;SOC. COOP. AND. JESUS DEL GRAN PODER;P;dm;L-D: 24H;L-D: 24H (A)
5938;5938;AVENIDA CANOVAS, 15;D;SHELL;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
5939;5939;CALLE JOAQUIN PAYA, 13;I;CEPSA;P;dm;L-S: 07:00-15:00 y 18:00-22:00;Sin datos
5940;5940;CR JA-3120 TORREPEROGIL-PEAL, 21,6;D;REPSOL;R;dm;L: 06:00-22:00;L: 06:00-22:00 (A)
5941;5941;CARRETERA A-315 KM. 22,140;D;SCA N.S. ENCARNACION;P;OM;"L-S: 07:00-22:00; D: 07:00-14:00";Sin datos
5942;5942;CARRETERA MANCHA REAL KM. 1;D;S.C.A.STA.MARIA;P;dm;L-S: 07:00-22:00;L-S: 07:00-22:00 (A)
5943;5943;AVENIDA JOAQUIN COSTA, S/N;I;REPSOL;R;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
5944;5944;CARRETERA A-306 KM. 34;D;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5945;5945;A315 TORREPEROGIL A BAZA km 63,15;N;GALP;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (A)
5946;5946;AVENIDA DE LOS DOLORES, 81;I;REPSOL;P;OM;L-D: 06:30-22:00;Sin datos
5947;5947;AVENIDA ANDALUCIA, 131;I;REPSOL;R;dm;L-D: 06:30-23:00;L-D: 06:30-23:00 (D)
5948;5948;CARRETERA LOS LLANOS KM. S/N;I;SURTIDOR SCA LA VICARÍA;R;dm;L-S: 08:00-19:00;L-S: 08:00-19:00 (A)
5949;5949;POLIGONO LLANOS DE ARMIJO, PARCELA, 4;D;ENERGY CARBURANTES;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5950;5950;AVENIDA DE ANDALUCIA, S/N;D;CEPSA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5951;5951;AVDA DE UBEDA, 37;D;HERMANOS MORENO PADILLA;P;dm;L-D: 07:30-22:00;Sin datos
5952;5952;CALLE FONTANEROS (POL.IND.), S/N;I;ESFER-OIL;P;dm;L-D: 07:30-22:00;L-D: 07:30-22:00 (A)
5953;5953;CARRETERA A-315 KM. 29,500;I;SURTIDOR;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5954;5954;CARRETERA DEL MARMOL, S/N KILOMETRO 1.600 KM. S/N;I;COOPERATIVA;R;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
5955;5955;CR N-322, KM 138,5;I;AGLA;P;dm;L-D: 06:00-23:59;L-D: 06:00-23:59 (A)
5956;5956;PARAJE VIRGEN DEL VAL, S/N;D;AGLA;P;dm;L: 06:00-22:00;L: 06:00-22:00 (P)
5957;5957;CARRETERA SABIOTE-TORREPEROGIL KM. 1,5;I;CASTILLO DE SABIOTE;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (P)
5958;5958;CR C-604, 6,2;I;REPSOL;P;dm;L-D: 06:00-22:30;L-D: 06:00-22:30 (A)
5959;5959;CARRETERA NAVAS DE SAN JUAN KM. 0,5;D;S.C.A. SAN GINÉS Y SAN ISIDRO;R;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
5960;5960;AUTOVIA DE ANDALUCIA km 259,1;D;E.S. MIRA, S.L.;R;dm;L-D: 08:00-20:00;L-D: 08:00-20:00 (A)
5961;5961;CARRERA AUTOVIA ANDALUCIA , KM 258, 258;D;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5962;5962;CARRETERA E-5/A-4 KM. 262;D;BP PUERTA ANDALUCIA;P;dm;L-S: 07:00-14:00;Sin datos
5963;5963;AUTOVIA A-4 KM. 259;I;GALP;R;dm;L-D: 24H;L-D: 24H (A)
5964;5964;AVENIDA ANDALUCIA, 59;D;CAMPSA;P;OM;L: 06:30-22:30;L: 06:30-22:30 (A)
5965;5965;CARRERA LINARES-ORCERA PK. 48, S/N;I;REPSOL;R;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5966;5966;POLIGONO POL. IND.  EL CONDADO. C/ SORIHUELA, S/N;D;SEGUROIL SLU;P;dm;L-D: 08:00-22:00;L-D: 08:00-22:00 (A)
5967;5967;PARAJE LA LAGUNA, S/N;D;JAENCOOP;P;dm;L-D: 24H;L-D: 24H (A)
5968;5968;CTRA. DE UBEDA, S/N (JV-3141 km 1.2);D;SCA SANTO TOMAS APOSTOL;P;dm;L: 24H;L: 24H (A)
5969;5969;CARRETERA CARRETERA DEL TRANCO KM. 44;D;(SIN RÓTULO);P;dm;"L-J: 24H; V-D: 07:00-23:00";"L-J: 24H (A); V-D: 07:00-23:00 (A)"
5970;5970;CARRETERA DE PEAL KM. 15,100;D;CEPSA;P;OM;L-D: 08:00-22:00;L-D: 08:00-22:00 (A)
5971;5971;CARRETERA DEL OJUELO KM. 0,5;I;JAENCOOP ENERGY CORTIJOS NUEVOS;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5972;5972;CARRETERA LINARES ORCERA KM. 102;D;REPSOL;P;dm;L-D: 05:30-10:30;L-D: 05:30-10:30 (A)
5973;5973;CALLE CARRETERA DE LA PUERTA, 28;I;NO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5974;5974;CL L-700 ESTACION DE SERVICIO 17;I;REPSOL GARRIMARTI;R;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
5975;5975;AVENIDA ANDALUCIA, 0;D;JAENCOOP ENERGY;P;dm;L: 09:00-20:00;L: 09:00-20:00 (A)
5976;5976;AVENIDA ANDALUCIA, S,N;D;REPSOL;P;dm;L-D: 07:00-21:00;L-D: 07:00-21:00 (P)
5977;5977;CTRA. DE MEGATIN, S/N km 68;D;OLEOCAMPO, S.COOP.AND. DE 2º GRADO;P;dm;L-D: 24H;Sin datos
5978;5978;CALLE AVEDNIDA DE LOS LLANOS ESQUINA ESCAÑUELA, S/N;N;ENERGY CARBURANTES;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
5979;5979;CARRETERA N-321 KM. 68,5;N;SHELL;R;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
5980;5980;CALLE SAN BARTOLOME, ;N;CEPSA - SAN ANDRES;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
5981;5981;CARRERA A-316 UBEDA- CABRA P.K 6.450, S/N;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
5982;5982;AVENIDA DE LA CONSTITUCIÓN, 220;D;SDAD. COOP. AND. SAN ISIDRO;P;OM;L-S: 07:00-22:00;L-S: 07:00-22:00 (P)
5983;5983;AVENIDA AVDA. DE BAILEN, S/N ESQUINA A C/ CAZORLA, S/N;D;URBAN OIL;P;dm;L-D: 05:00-23:00;L-D: 05:00-23:00 (D)
5984;5984;AVENIDA AV. DE CAMPILLO DEL RIO, 37;I;AGLA;P;dm;L: 07:00-23:30;Sin datos
5985;5985;CAMINO CARACENA, SN;I;NINGUNO;P;OM;L-D: 06:00-23:59;L-D: 06:00-23:59 (A)
5986;5986;CALLE VILLARDOMPARDO, S/N, 0;I;DONJIMENO;P;dm;L: 06:00-00:00;L: 06:00-23:59 (A)
5987;5987;CARRETERA JAEN KM. S/N;D;GALP;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
5988;5988;CALLE AVDA. DE JAEN, 17;D;REPSOL;R;dm;L-D: 24H;L-D: 24H (A)
5989;5989;CR N-322, 154,0;D;REPSOL;P;dm;L: 08:00-13:00 y 18:00-21:00;L: 08:00-13:00 (A), 18:00-21:00 (A)
5990;5990;CALLE SEVILLA, 22;D;E S PETROANDALUS;P;dm;"L-S: 07:00-20:00; D: 07:00-13:30";"L-S: 07:00-20:00 (P); D: 07:00-13:30 (P)"
5991;5991;CARRETERA JIMENA-TORRES KM. 7,800;D;S.C.A. SANTA ISABEL;R;dm;L-S: 07:00-19:00;L-S: 07:00-19:00 (A)
5992;5992;AVENIDA ANDALUCIA, S/N;I;JAENCOOP ENERGY TORRES DE ALBANCHEZ;P;dm;"L-V: 07:00-20:00; S: 07:00-14:00";Sin datos
5993;5993;AVENIDA CIUDAD DE LINARES, 25;D;PLENOIL ;P;dm;L-D: 06:30-22:00;Sin datos
5994;5994;CARRETERA CORDOBA-VALENCIA KM 149 KM. 149;I;EUROIL CUATROCAMINOS;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (P)
5995;5995;CALLE CARRETERA DE VILCHES, 107;I;DIESELPRIX;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
5996;5996;CALLE COMENDADOR MESSIAS, 44;D;PETROANDALUS S.A.;P;dm;L-D: 24H;L-D: 00:00-07:30 (D), 07:30-14:00 (P), 14:00-16:00 (D), 16:00-21:30 (P), 21:30-23:59 (D)
5997;5997;AVENIDA CRISTO REY, S/N;N;CAMPSA;R;dm;L-V: 08:00-14:00 y 16:00-18:00;L-V: 08:00-14:00 (A), 16:00-18:00 (A)
5998;5998;CARRETERA JODAR KM. S/N;D;JAENCOOP;P;dm;L: 24H;L: 24H (D)
5999;5999;N-322 km 151.800;I;EUROIL LA RECTA;P;dm;L-D: 24H;L-D: 24H (D)
6000;6000;CL AVENIDA DE LA LIBERTAD 76;D; REPSOL UBEDA;P;dm;L-D: 24H;L-D: 24H (A)
6001;6001;CALLE CARRETERA DE VILCHES, S/N;D;REPSOL;P;dm;L-D: 24H;"L-V: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-17:00 (D), 17:00-20:30 (A), 20:30-23:59 (D); S: 00:00-09:00 (D), 09:00-13:00 (A), 13:00-23:59 (D); D: 24H (D)"
6002;6002;CALLE LEON XIII S/N (N-323 KM. 125,20), ;D;BP PUERTA DEL SOL;P;dm;L-D: 24H;L-D: 24H (D)
6003;6003;AVENIDA DE LINARES, S/N;N;CARREFOUR;P;OM;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
6004;6004;CARRETERA A-6050 KM. 29;D;ESTACION DE SERVICIO ORTEGA;P;dm;L-V: 06:00-22:00;L-V: 06:00-22:00 (A)
6005;6005;CALLE AVENIDA DE ANDALUCIA, 35;D;OLEICOLA VALDEPEÑAS DE JAEN S.C.A;P;dm;L-D: 24H;L-D: 24H (A)
6006;6006;CARRETERA DE JAEN KM2;D;SAN ISIDRO;P;dm;L-D: 06:30-22:30;L-V: 06:30-22:30 (A)
6007;6007;POLIGONO LA MOLERA PARCELA 17 - CL. MOLINEROS, 8;N;LIBRE;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
6008;6008;AVENIDA ALMERIA, SN;I;REPSOL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
6009;6009;AVENIDA GOMEZ DE LLANO, 73;D;CAMPSA;P;dm;L-D: 24H;L-D: 00:00-08:00 (D), 08:00-22:00 (A), 22:00-23:59 (D)
6010;6010;CARRETERA CORDOBA-VALENCIA KM. 175;D;JAENCOOP ENERGY;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
6011;6011;CARRETERA N-322 (CÓRDOBA-VALENCIA) KM. 175,8;D;CEPSA;P;dm;L-D: 24H;L-D: 24H (D)
6012;6012;CARRETERA MOGON KM. S/N;D;JAENCOOP;R;dm;L-S: 09:00-14:00 y 16:30-19:30;L-S: 09:00-14:00 (A), 16:30-19:30 (A)
6013;6013;CARRETERA MOGON - ARROTURAS KM. 9,2;N;S.C.A. SAN VICENTE;P;dm;"L-S: 07:00-22:00; D: 07:00-14:00";"L-S: 07:00-22:00 (A); D: 07:00-14:00 (A)"
6014;6014;J-231 km 0,700;I;ACEITES GUADALQUIVIR;P;OM;"L-S: 06:30-22:00; D: 08:00-14:00";"L-S: 06:30-22:00 (P); D: 08:00-14:00 (P)"
6015;6015;AVENIDA VALENCIA DE, S/N;D;JAENCOOP ENERGY VILLANUEVA II;P;dm;"L-V: 07:30-14:30 y 17:00-21:00; S: 08:00-14:00";Sin datos
6016;6016;AVENIDA VALENCIA DE, S/N;D;JAENCOOP;P;dm;L-D: 05:30-23:00;L-D: 05:30-23:00 (A)
6017;6017;AVENIDA VALENCIA DE, 116;D;REPSOL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
6018;6018;CARRETERA VALDEPEÑAS KM. 57;I;AGLA;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
6019;6019;CARRETERA ANTIGUA DE MARTOS KM. 1,5;D;SCA SIERRA DE LA PANDERA;R;dm;L-D: 24H;L-D: 24H (A)
6020;6020;CARRETERA ANTIGUA DE MARTOS KM. 1,5;D;SCA SAN ISIDRO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
6021;6021;CTRA. DE JAEN km 0,95;D;MEROIL;P;dm;L-D: 24H;L-D: 24H (A)
6022;6022;CAMINO DE ALMENARA   S/N;N;COOPERATIVA;P;dm;L-D: 24H;L-D: 24H (A)
6023;6023;CALLE BENJUMEA, 1;D;COOPERATIVA;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
6024;6024;CARRETERA LE-412 KM. 3,850;D;BEROIL;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (P)
6025;6025;CARRETERA N-630 KM. 161,500;I;CAMPSA;R;dm;L-S: 08:00-19:30;L-S: 08:00-19:30 (A)
6026;6026;AUTOVIA A-6 KM. 326;I;CEPSA;R;dm;L-V: 08:00-19:30;L-V: 08:00-19:30 (A)
6027;6027;CR N-6, 325;D;REPSOL;P;dm;"L-V: 07:00-21:00; S: 07:00-14:00; D: 08:30-13:30";"L-V: 07:00-21:00 (P); S: 07:00-14:00 (P); D: 08:30-13:30 (P)"
6028;6028;AVENIDA MADRID - CORUÑA, 394;D;PETROAS;R;dm;L-V: 08:00-15:00;L-V: 08:00-15:00 (A)
6029;6029;CARRETERA N-VI KM. 303;N;EROSKI;R;dm;L-S: 08:00-19:00;L-S: 08:00-19:00 (A)
6030;6030;CALLE CAMINO ARROTE, SN;N;SDAD COOPERATIVA DE TRANSPORTES BAÑEZANA ;P;dm;L-D: 24H;L-D: 24H (A)
6031;6031;CARRETERA ALIJA KM. 1,400;I;AVIA;P;dm;"L-V: 08:00-22:00; S: 08:00-15:00; D: 15:00-22:00";"L-V: 08:00-22:00 (P); S: 08:00-15:00 (P); D: 15:00-22:00 (P)"
6032;6032;CARRETERA MADRID KM. 64;D;PLENOIL;P;dm;L-D: 07:30-21:30;L-D: 07:30-21:30 (P)
6033;6033;AUTOVIA A6 KM. 303;D;CEPSA;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
6034;6034;CARRETERA N-VI KM. 302,6;I;CEPSA;P;dm;L-D: 24H;"L-V: 00:00-07:00 (D), 07:00-23:00 (P), 23:00-23:59 (D); S-D: 00:00-08:00 (D), 08:00-23:00 (P), 23:00-23:59 (D)"
6035;6035;AVENIDA PORTUGAL, 46;N;GALP;P;dm;L-D: 24H;L-D: 24H (A)
6036;6036;PARQUE INDUSTRIAL PARCELA H km ...;N;(SIN RÓTULO);P;dm;L-D: 24H;"L-S: 24H (A); D: 24H (D)"
6037;6037;CALLE LOS JUNCOS, S/N;D;DST;P;dm;L-D: 24H;L-D: 24H (A)
6038;6038;ANTIGUA NACIONAL VI KM 368;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (D)
6039;6039;POLIGONO POLIGONO INDUST. PIBASA  EN  BEMBIBRE, SN;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
6040;6040;AVENIDA MADRID, 28;I;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
6041;6041;CARRETERA CTRA. N-VI KM. 335;D;REPSOL;P;dm;L-D: 07:00-22:00;Sin datos
6042;6042;CARRETERA LAS GRAÑERAS KM. S/N;D;AVIA;P;dm;L-D: 00:00-00:01;L-D: 00:00-00:01 (A)
6043;6043;POLIGONO PARCELAS 88 Y 89, S/N;N;AN ENERGÉTICOS UCOGAL;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
6044;6044;CAMINO VECINAL VILLANUEVA-PALANQUINOS, S/N;D;CAMPSA;P;OM;"L-V: 08:00-15:00; S: 09:00-14:00";"L-V: 08:00-15:00 (P); S: 09:00-14:00 (P)"
6045;6045;CR N-6 401;D;REPSOL;P;dm;"L-V: 07:00-21:00; S: 09:00-14:00; D: 16:00-21:00";"L-V: 07:00-21:00 (P); S: 09:00-14:00 (P); D: 16:00-21:00 (P)"
6046;6046;CARRETERA A231 KM. 8;D;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
6047;6047;POLIGONO POLIGONO INDUSTRIAL DE CAMPONARAYA, S/N;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
6048;6048;AUTOVIA A-6 KM. 396,7;D;PETRONOR;P;dm;L-D: 24H;L-D: 24H (P)
6049;6049;AUTOVIA A6 KM. 394;D;CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
6050;6050;CARRETERA LA BAÑEZA- LA MAGDALENA KM. 37;I;CARBUCRIAL;P;OM;L-S: 08:00-20:00;L-S: 08:00-20:00 (A)
6051;6051;CARRETERA CYL 626 KM. 80;I;E.S.CARGOSA;P;OM;L-D: 08:00-21:00;L-D: 8:00-22:00 (A)
6052;6052;CARRETERA CRTA.LE-110 KM 13 KM. 13,100;D;PETRONOR;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
6053;6053;CARRETERA LEON 125 KM. 22,500;D;GALP;P;OM;"L-S: 06:00-23:00; D: 00:08-23:00";Sin datos
6054;6054;COMPLEJO CENTRO LOGISTICO CYLOG LEON - CETILE, S/N;N;CETILE CARBURANTES;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (P)
6055;6055;AVENIDA CONSTITUCION, 177;D;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
6056;6056;PEDRO FERNANDEZ VALLADARES S/N;I;FAST FUEL;P;dm;L: 07:30-21:00;L: 07:30-21:00 (P)
6057;6057;AUTOVIA A-6 KM. 374,8;I;CEPSA;P;dm;L-D: 07:00-22:00;Sin datos
6058;6058;AVENIDA PADRE PEDRO MORATIEL S/N;I;CAMPSA;P;OM;L-D: 08:00-22:00;L-D: 08:00-22:00 (P)
6059;6059;CARRETERA COMARCAL 631 KM. 8;I;REPSOL;P;dm;"L-S: 07:00-22:00; D: 06:00-22:00";Sin datos
6060;6060;AVENIDA BIERZO, 65;D;REPSOL;R;dm;L-D: 24H;L-D: 24H (A)
6061;6061;CARRETERA LE512 KM. 21,000;I;PRIO;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
6062;6062;CARRETERA NACIONAL 120 KM. 335;I;CEPSA;P;dm;L-D: 00:00-00:01;L-D: 00:00-00:01 (A)
6063;6063;CARRETERA N-120 KM. 334,000;I;AREA DE SERVICIO URAL;P;dm;L-D: 06:00-00:00;L-D: 06:00-23:59 (P)
6064;6064;CARRETERA CTRA L411 PKM 11,2 KM. 11;D;REPSOL;P;dm;L-D: 00:00-00:01;L-D: 00:00-00:01 (A)
6065;6065;AVENIDA ANTIBIOTICOS, S/N;D;GALP;P;OM;"L-V: 07:00-22:00; S: 07:00-15:00";"L-V: 07:00-22:00 (P); S: 08:00-15:00 (P)"
6066;6066;CL CRUZ ROJA DE LEON, S.N.;D;REPSOL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
6067;6067;PLAZA SAN FRANCISCO, S/N;D;CEPSA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
6068;6068;CARRETERA CARBAJAL 85 KM. 1,3;N;CEPSA;P;dm;L-D: 06:00-22:00;Sin datos
6069;6069;AVENIDA JOSE MARIA GONZALEZ SUAREZ, S/N;D;REPSOL;P;dm;L: 24H;L: 00:00-06:00 (D), 06:00-23:59 (P)
6070;6070;CALLE LA SERNA, 86;D;CEPSA;P;OM;"L-V: 08:00-20:30; S: 09:00-20:00; D: 10:00-14:00";"L-V: 08:00-20:30 (A); S: 09:00-20:00 (A); D: 10:00-14:00 (A)"
6071;6071;AVENIDA ALCALDE MIGUEL CASTAÑO, 125;D;BALLENOIL;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
6072;6072;AVENIDA ALCALDE MIGUEL CASTAÑO, 98;D;REPSOL;P;OM;L-D: 24H;"L-X: 00:00-12:00 (A), 12:00-21:00 (P), 21:00-23:59 (A); J: 24H (A); V: 00:00-12:00 (A), 12:00-21:00 (P), 21:00-23:59 (A); S: 24H (A); D: 00:00-12:00 (A), 12:00-21:00 (P), 21:00-23:59 (A)"
6073;6073;CALLE ARRABAL, S/N;N;CARREFOUR;P;dm;"L-V: 08:00-22:00; S-D: 09:00-15:00";Sin datos
6074;6074;SECTOR LA LASTRA, PARCELA E-2-Q - CENTRO COMERCIAL LA LASTRA, S/N;N;BALLENOIL;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
6075;6075;AVENIDA ALCALDE MIGUEL CASTAÑO, 119;I;PETROPRIX;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
6076;6076;AVENIDA PORTUGAL, S/N;D;SHELL;P;OM;L-D: 24H;L-D: 24H (P)
6077;6077;AVENIDA ANTIBIOTICOS, 41;D;E-LECLERC;P;dm;L-D: 24H;L-D: 24H (D)
6078;6078;AVENIDA SAENZ DE MIERA S/N, S/N;I;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
6079;6079;AVENIDA AGUSTINOS, 27;I;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
6080;6080;AVENIDA ANTIBIOTICOS, 63;D;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
6081;6081;AVENIDA PAIS LEONES, 12;D;PASO HONROSO;P;dm;L-D: 24H;L-D: 24H (A)
6082;6082;CARRETERA N-630 KM. 149;D;REPSOL;P;OM;L-D: 00:06-22:00;L-D: 00:06-22:00 (A)
6083;6083;CARRETERA N-630 KM. 149;I;REPSOL;P;dm;L-D: 24H;L-D: 24H (A)
6084;6084;CALLE POLIGONO VILECHA OESTE, 22;N;ALSA;P;OM;"L-V: 07:00-21:00; S: 09:00-15:00 y 18:00-21:00";"L-V: 07:00-21:00 (P); S: 09:00-15:00 (P), 18:00-21:00 (P)"
6085;6085;CARRETERA VILECHA-TR KM. S/N;N;PASO HONROSO;P;dm;L-D: 24H;L-D: 24H (D)
6086;6086;CARRETERA C-623 KM. 3,4;D;PETRONOR;P;dm;L-D: 24H;L-D: 24H (D)
6087;6087;N-120 km 308;I;BP LEON - TROBAJO MI;P;dm;"L-V: 07:00-23:00; S-D: 08:00-00:00";"L-V: 07:00-23:00 (A); S-D: 08:00-00:00 (A)"
6088;6088;CR N-601 308;I;REPSOL;P;OM;L-D: 07:00-22:00;Sin datos
6089;6089;CARRETERA N-601 KM. 312,4;D;GALP;P;OM;"L-V: 08:00-21:30; S: 08:00-14:00";"L-V: 08:00-21:30 (A); S: 08:00-14:00 (A)"
6090;6090;POLIGONO INDUSTRIAL C/3 G-7B, S/N;D;GASOLEOS ARIAS MARTINEZ, S.L.;R;dm;L-D: 24H;L-D: 24H (A)
6091;6091;CARRETERA NACIONAL 630 KM. 153,6;D;VALCARCE;P;dm;L-D: 24H;L-D: 24H (A)
6092;6092;CARRETERA N-630 KM. 154,500;D;PASO HONROSO;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
6093;6093;CARRETERA NACIONAL-630 KM. 158;D;TRANSLEON;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
6094;6094;CARRETERA C-631 KM. 36;D;REPSOL;P;OM;L-D: 07:00-23:00;Sin datos
6095;6095;CTRA. GIJÓN-SEVILLA km 110,5;D;SERVIGORDON;P;OM;L-D: 07:00-23:00;L-D: 07:00-23:00 (P)
6096;6096;AVENIDA GALICIA, 221;D;PLENOIL;P;dm;L-D: 24H;L-D: 24H (A)
6097;6097;POLIGONO AV DE MILAN 1, 8;D;PETROPRIX;P;dm;L-D: 24H;L-D: 24H (P)
